"국내 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,,,
number,origin_time,magnitude,depth,최대,latitude,longitude,location,map,details
98,2008-02-23 18:19,2.2,,,35.82 N,129.33 E,경북 경주시 동쪽 11km 지역,지도,-
97,2008-02-05 10:06,2.3,,,38.41 N,125.90 E,북한 황해북도 사리원 남동쪽 16km 지역,지도,-
96,2008-01-16 19:58,3.9,,,35.65 N,125.37 E,전북 군산시 어청도 남서쪽 75km 해역,지도,-
95,2008-01-14 18:03,2.2,,,36.19 N,127.54 E,충남 금산군 북북동쪽 10km 지역,지도,-
94,2008-01-10 22:51,2.2,,,35.09 N,125.06 E,전남 신안군 흑산면 북서쪽 62km 해역,지도,-
93,2008-01-01 6:33,3.2,,,40.41 N,127.25 E,북한 함경남도 장진 북북동쪽 3km 지역,지도,-
92,2007-12-28 4:03,2.7,,,34.98 N,129.64 E,부산 해운대구 동남동쪽 48km 해역,지도,-
91,2007-12-22 9:54,2.6,,,38.63 N,125.50 E,북한 황해남도 안악군 북쪽 14km 지역,지도,-
90,2007-12-16 0:04,2.2,,,35.62 N,127.80 E,경남 함양군 북북동쪽 13km 지역,지도,-
89,2007-11-19 5:51,2.1,,,34.78 N,126.48 E,전남 영암군 서쪽 20km 지역,지도,-
88,2007-10-29 2:32,2.5,,,36.62 N,128.42 E,경북 예천군 남서쪽 5km 지역,지도,-
87,2007-10-17 20:06,2.1,,,36.43 N,129.57 E,경북 영덕군 동쪽 18km 해역,지도,-
86,2007-10-16 14:59,2.9,,,37.45 N,128.97 E,강원 동해시 서남서쪽 15km 지역,지도,-
85,2007-10-13 4:13,2.1,,,36.44 N,129.63 E,경북 영덕군 동쪽 24km 해역,지도,-
84,2007-10-08 22:36,2.2,,,38.90 N,125.76 E,북한 평양 남쪽 13km 지역,지도,-
83,2007-10-06 9:08,2.5,,,35.59 N,125.96 E,전남 영광군 북서쪽 61km 해역,지도,-
82,2007-10-04 23:56,2.9,,,36.43 N,129.55 E,경북 영덕군 동쪽 16km 해역,지도,-
81,2007-10-01 1:02,2.2,,,36.44 N,129.54 E,경북 영덕군 북동쪽 16km 해역,지도,-
80,2007-09-24 0:24,2.6,,,36.45 N,129.61 E,경북 영덕군 동쪽 22km 해역,지도,-
79,2007-09-17 1:16,3,,,36.45 N,129.69 E,경북 영덕군 동쪽 29km 해역,지도,-
78,2007-09-12 6:50,2.7,,,36.46 N,129.47 E,경북 영덕군 동북동쪽 11km 해역,지도,-
77,2007-08-30 16:12,2.9,,,38.69 N,125.64 E,북한 황해북도 송림 남쪽 5km 지역,지도,-
76,2007-08-18 15:09,2.5,,,35.99 N,125.78 E,전북 군산시 어청도 남서쪽 23km 해역,지도,-
75,2007-08-12 4:52,2.1,,,36.05 N,127.74 E,충북 영동군 남남서쪽 14km 지역,지도,-
74,2007-08-07 18:39,2.4,,,37.23 N,128.80 E,강원 정선군 남동쪽 20km 지역,지도,-
73,2007-07-27 1:37,2.1,,,39.16 N,126.65 E,북한 평안남도 양덕 남남동쪽 6km 지역,지도,-
72,2007-07-22 13:49,2.6,,,36.88 N,126.66 E,충남 당진군 동남동쪽 3km 지역,지도,-
71,2007-07-19 21:01,2.2,,,37.08 N,129.01 E,강원 태백시 남남동쪽 9km 지역,지도,-
70,2007-07-08 19:28,2.2,,,37.37 N,129.66 E,강원 삼척시 동남동쪽 44km 해역,지도,-
69,2007-06-26 0:01,2.2,,,35.61 N,130.15 E,울산 동구 동쪽 67km 해역,지도,-
68,2007-05-28 0:51,2.1,,,35.23 N,128.57 E,경남 마산시 북쪽 4km 지역,지도,-
67,2007-05-26 19:59,2.5,,,36.10 N,125.05 E,충남 태안군 서격렬비열도 남서쪽 70km 해역,지도,-
66,2007-05-19 7:53,2.4,,,36.57 N,129.00 E,경북 청송군 북북서쪽 16km 지역,지도,-
65,2007-05-16 4:56,2.5,,,35.72 N,129.22 E,경북 경주시 남쪽 13km 지역,지도,-
64,2007-05-13 16:22,2.2,,,35.92 N,128.01 E,경북 김천시 남남서쪽 25km 지역,지도,-
63,2007-05-11 5:51,2.1,,,35.55 N,129.91 E,울산 동구 동쪽 45km 해역,지도,-
62,2007-05-03 18:24,2.1,,,36.60 N,127.83 E,경북 상주시 북서쪽 36km 지역,지도,-
61,2007-05-03 12:24,2.2,,,36.13 N,127.85 E,충북 영동군 남동쪽 7km 지역,지도,-
60,2007-04-25 8:36,2,,,36.94 N,126.53 E,충남 당진군 서북서쪽 11km 지역,지도,-
59,2007-04-01 22:16,2.3,,,38.58 N,125.63 E,북한 황해북도 사리원 북서쪽 14km 지역,지도,-
58,2007-03-28 2:47,2.8,,,38.64 N,125.60 E,북한 황해북도 송림 남남서쪽 11km 해역,지도,-
57,2007-03-15 5:30,2.9,,,36.18 N,127.97 E,충북 영동군 동쪽 17km 지역,지도,-
56,2007-03-10 18:18,2,,,37.21 N,128.85 E,강원 정선군 남동쪽 25km 지역,지도,-
55,2007-02-06 0:35,2.2,,,34.97 N,129.68 E,부산 기장군 남동쪽 52km 해역,지도,-
54,2007-01-24 16:31,2.4,,,38.62 N,125.59 E,북한 황해북도 송림 남남서쪽 13km 지역,지도,-
53,2007-01-20 20:56,4.8,,,37.68 N,128.59 E,강원 평창군 북북동쪽 39km 지역,지도,-
52,2007-01-19 9:06,2,,,37.69 N,128.57 E,강원 평창군 북북동쪽 39km 지역,지도,-
51,2007-01-06 5:47,2.4,,,39.11 N,127.98 E,북한 강원 원산 동쪽 48km 해역,지도,-
50,2006-12-28 9:44,2.2,,,36.11 N,128.11 E,경북 김천시 남남동쪽 3km 지역,지도,-
49,2006-12-20 1:18,2.1,,,37.14 N,129.90 E,경북 울진군 동북동쪽 47km 해역,지도,-
48,2006-12-10 1:39,2.5,,,33.06 N,126.22 E,제주 서귀포시 남서쪽 35km 해역,지도,-
47,2006-12-04 0:51,2.7,,,36.46 N,127.92 E,경북 상주시 서북서쪽 22km 지역,지도,-
46,2006-11-26 3:05,2.4,,,34.14 N,127.48 E,전남 여수시 거문도 북동쪽 20km 해역,지도,-
45,2006-11-12 8:19,2.9,,,38.59 N,125.12 E,북한 남포 서남서쪽 34km 지역,지도,-
44,2006-11-11 1:16,2.4,,,35.97 N,127.45 E,전북 진안군 북쪽 20km 지역,지도,-
43,2006-10-25 18:14,2.6,,,33.36 N,125.75 E,제주 제주시 고산 서쪽 39km 해역,지도,-
42,2006-10-22 14:09,2.2,,,37.13 N,125.98 E,인천 옹진군 덕적도 서남서쪽 18km 해역,지도,-
41,2006-10-16 14:12,2.4,,,37.35 N,124.88 E,인천 백령도 남남동쪽 69km 해역,지도,-
40,2006-10-04 5:29,2.2,,,36.67 N,127.67 E,충북 청원군 동북동쪽 16km 지역,지도,-
39,2006-09-29 23:07,3.4,,,34.10 N,124.90 E,전남 신안군 흑산면 남서쪽 81km 해역,지도,-
38,2006-09-20 14:15,2.1,,,34.62 N,128.81 E,경남 거제시 남남동쪽 33km 해역,지도,-
37,2006-09-20 0:03,2.6,,,35.92 N,129.56 E,경북 포항시 남구 동남동쪽 20km 해역,지도,-
36,2006-08-26 7:44,2.2,,,37.21 N,128.81 E,강원 정선군 남동쪽 23km 지역,지도,-
35,2006-08-09 8:16,2.3,,,35.70 N,124.82 E,전남 영광군 안마도 서북서쪽 117km 해역,지도,-
34,2006-08-07 14:18,2.8,,,35.60 N,124.63 E,전남 신안군 흑산면 북서쪽 130km 해역,지도,-
33,2006-08-01 12:57,2,,,35.74 N,127.82 E,경남 거창군 북서쪽 10km 지역,지도,-
32,2006-07-26 2:50,2,,,35.80 N,127.88 E,경남 거창군 북북서쪽 13km 지역,지도,-
31,2006-07-25 23:29,2.5,,,35.79 N,127.89 E,경남 거창군 북쪽 12km 지역,지도,-
30,2006-07-24 2:44,2,,,37.17 N,126.32 E,인천 옹진군 남서쪽 42km 해역,지도,-
29,2006-07-18 14:49,2,,,36.13 N,126.65 E,충남 서천군 북서쪽 7km 지역,지도,-
28,2006-06-01 11:58,2.4,,,34.60 N,128.16 E,경남 남해군 남동쪽 36km 해역,지도,-
27,2006-05-08 6:59,2.4,,,36.22 N,129.54 E,경북 포항시 북구 북동쪽 25km 해역,지도,-
26,2006-04-30 9:50,2.5,,,37.05 N,129.84 E,경북 울진군 동쪽 39km 해역,지도,-
25,2006-04-29 11:01,3.5,,,37.09 N,129.93 E,경북 울진군 동북동쪽 48km 해역,지도,-
24,2006-04-29 1:01,2.5,,,37.07 N,129.81 E,경북 울진군 동북동쪽 37km 해역,지도,-
23,2006-04-28 23:54,2.5,,,37.12 N,129.93 E,경북 울진군 동북동쪽 49km 해역,지도,-
22,2006-04-28 23:47,3,,,37.09 N,129.93 E,경북 울진군 동북동쪽 48km 해역,지도,-
21,2006-04-19 16:18,2.1,,,37.01 N,129.82 E,경북 울진군 동쪽 37km 해역,지도,-
20,2006-04-19 16:01,2.4,,,37.10 N,129.92 E,경북 울진군 동북동쪽 47km 해역,지도,-
19,2006-04-19 10:57,2.5,,,37.10 N,129.91 E,경북 울진군 동북동쪽 47km 해역,지도,-
18,2006-04-19 9:49,3,,,37.05 N,129.96 E,경북 울진군 동쪽 50km 해역,지도,-
17,2006-04-19 9:35,2.4,,,37.07 N,129.93 E,경북 울진군 동쪽 48km 해역,지도,-
16,2006-04-13 1:09,2.8,,,34.74 N,125.01 E,전남 신안군 흑산면 서북서쪽 43km 해역,지도,-
15,2006-04-03 18:14,3.3,,,38.68 N,125.96 E,북한 황해도 사리원 동북동쪽 24km지역,지도,-
14,2006-04-02 0:04,2,,,35.38 N,127.22 E,전북 남원시 서남서쪽 16km 지역,지도,-
13,2006-03-26 7:54,2.4,,,35.67 N,126.26 E,전북 부안군 위도 북북서쪽 48km 해역,지도,-
12,2006-03-23 7:42,2.5,,,38.33 N,127.30 E,북한 강원 철원군 북쪽 20km 지역,지도,-
11,2006-03-19 14:03,2,,,36.33 N,127.34 E,대전 서구 서남서쪽 3km 지역,지도,-
10,2006-03-19 13:59,2.9,,,36.34 N,127.36 E,대전 서구 서남서쪽 1km 지역,지도,-
9,2006-03-15 4:36,2.4,,,38.19 N,125.94 E,북한 황해남도 해주 북동쪽 26km 지역,지도,-
8,2006-03-11 4:52,2.1,,,37.13 N,126.00 E,충남 태안군 북북서쪽 51km 해역,지도,-
7,2006-03-10 5:57,2.5,,,33.30 N,127.15 E,제주 서귀포시 동쪽 59km 해역,지도,-
6,2006-02-28 18:52,2.3,,,36.22 N,127.66 E,충북 영동군 서북서쪽 13km 지역,지도,-
5,2006-02-28 0:11,2.3,,,35.80 N,127.89 E,경남 거창군 북쪽 13km 지역,지도,-
4,2006-02-14 3:32,3,,,38.67 N,126.03 E,북한 황해북도 사리원 북동쪽 30km 지역,지도,-
3,2006-01-21 11:29,2.1,,,36.33 N,127.26 E,충남 공주시 남동쪽 18km 지역,지도,-
2,2006-01-19 22:53,2,,,37.19 N,128.77 E,강원 영월군 동쪽 27km 지역,지도,-
1,2006-01-19 12:35,3.2,,,37.21 N,128.80 E,강원 정선군 남남동쪽 22km 지역,지도,-
