"국외 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,
number,origin_time,magnitude,depth,latitude,longitude,location,map
1383,2020-06-14 5:19,6,55,24.27 N,122.44 E,대만 화롄 동북동쪽 97km 해역,지도
1382,2020-06-14 0:51,6.3,160,28.80 N,128.30 E,일본 오키나와현 오키나와 북북동쪽 294km 해역,지도
1381,2020-06-03 16:35,6.8,97,23.30 S,68.42 W,칠레 산페드로 드 아타카마 남남서쪽 48km 지역,지도
1380,2020-06-01 6:02,5.3,100,36.20 N,140.40 E,일본 이바라키현(혼슈) 미토 남남서쪽 19km 지역,지도
1379,2020-05-31 14:09,6,153,15.28 S,70.66 W,페루 람파 서북서쪽 32km 지역,지도
1378,2020-05-31 3:14,5.8,90,42.50 N,143.70 E,일본 홋카이도 구시로 남서쪽 77km 해역,지도
1377,2020-05-29 19:05,5.2,10,36.30 N,137.60 E,일본 도야마현(혼슈) 도야마 남동쪽 56km 지역,지도
1376,2020-05-19 13:13,5.3,10,36.30 N,137.60 E,일본 도야마현(혼슈) 도야마 남동쪽 56km 지역,지도
1375,2020-05-15 20:03,6.4,8,38.17 N,117.88 W,미국 네바다 토노파 서북서쪽 57km 지역,지도
1374,2020-05-11 8:58,5.5,50,36.40 N,141.10 E,일본 이바라키현(혼슈) 미토 동쪽 56km 해역,지도
1373,2020-05-06 1:57,5,70,35.60 N,140.10 E,일본 지바현(혼슈) 지바 남서쪽 1km 지역,지도
1372,2020-05-04 22:07,5.5,50,35.70 N,140.60 E,일본 지바현(혼슈) 지바 동북동쪽 46km 지역,지도
1371,2020-05-03 20:54,6,10,31.30 N,128.70 E,일본 가고시마현(규슈) 가고시마 서쪽 179km 해역,지도
1370,2020-05-03 12:24,5.9,40,23.23 N,121.61 E,대만 화롄 남쪽 80km 해역,지도
1369,2020-04-23 13:44,5.5,-,36.20 N,137.70 E,일본 나가노현(혼슈) 나가노 남서쪽 67km 지역,지도
1368,2020-04-20 5:39,6.1,50,38.90 N,142.10 E,일본 이와테현(혼슈) 모리오카 남동쪽 121km 해역,지도
1367,2020-04-18 18:25,6,490,27.30 N,140.60 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 879km 해역,지도
1366,2020-04-18 17:26,6.9,490,27.20 N,140.70 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 892km 해역,지도
1365,2020-04-12 0:44,5.1,50,36.20 N,140.00 E,일본 도치기현(혼슈) 우쓰노미야 남남동쪽 41km 지역,지도
1364,2020-04-01 8:52,6.5,10,44.45 N,115.14 W,미국 보이시 북동쪽 153km 지역,지도
1363,2020-03-31 0:56,5.5,30,23.90 N,123.40 E,일본 오키나와현 이리 오모테 섬 부근 해역,지도
1362,2020-03-26 14:53,5.8,180,22.90 N,143.10 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1418km 해역,지도
1361,2020-03-25 11:49,7.8,59,49.00 N,157.70 E,러시아 세베로쿠릴스크 남남동쪽 218km 해역,지도
1360,2020-03-13 2:18,5.4,10,37.30 N,136.80 E,일본 도야마현(혼슈) 도야마 북북서쪽 77km 지역,지도
1359,2020-02-25 20:14,5,10,24.39 N,121.42 E,대만 화롄 북북서쪽 51km 지역,-
1358,2020-02-24 1:00,6,10,38.47 N,44.37 E,이란 코이 서쪽 51km 지역,지도
1357,2020-02-15 20:05,5.1,8,23.85 N,121.53 E,대만 화롄 남쪽 11km 지역,지도
1356,2020-02-15 20:00,5.5,11,23.84 N,121.52 E,대만 화롄 남남서쪽 13km 지역,지도
1355,2020-02-15 19:00,5.5,11,23.84 N,121.52 E,대만 화롄 남남서쪽 13km 지역,지도
1354,2020-02-13 19:34,7,160,44.70 N,148.90 E,일본 홋카이도 구시로 동북동쪽 409km 해역,지도
1353,2020-02-12 19:37,5.5,80,37.30 N,141.40 E,일본 후쿠시마현(혼슈) 후쿠시마 동남동쪽 96km 해역,지도
1352,2020-02-06 20:20,5.6,40,36.40 N,141.60 E,일본 이바라키현(혼슈) 미토 동쪽 101km 해역,지도
1351,2020-02-01 2:07,5.3,70,36.00 N,140.10 E,일본 지바현(혼슈) 지바 북쪽 44km 지역,지도
1350,2020-02-01 1:11,5.1,50,35.70 N,140.70 E,일본 지바현(혼슈) 지바 동쪽 55km 지역,지도
1349,2020-01-29 4:10,7.7,10,19.44 N,78.76 W,자메이카 루세아 북북서쪽 125km 해역,지도
1348,2020-01-25 2:55,6.7,10,38.33 N,39.08 E,터키 말라티아 동쪽 65km 지역,지도
1347,2020-01-19 22:27,6.4,16,39.83 N,77.21 E,중국 신장 카슈가르 지구 동북동쪽 113km 지역,지도
1346,2020-01-19 1:38,6,34,2.85 S,139.33 E,인도네시아 아베푸라 서쪽 141km 지역,지도
1345,2020-01-14 4:57,5,50,36.10 N,139.90 E,일본 사이타마현(혼슈) 사이타마 북동쪽 35km 지역,지도
1344,2020-01-09 17:38,6.3,10,62.42 N,171.12 E,러시아 추코츠키 아브토놈니 자치구 지역,지도
1343,2020-01-08 4:11,6,117,5.16 S,151.26 E,파푸아뉴기니 킴베 동북동쪽 131km 지역,지도
1342,2020-01-05 11:11,5.7,130,22.90 N,143.30 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1425km 해역,지도
1341,2020-01-03 3:24,5.9,30,35.80 N,141.20 E,일본 이바라키현(혼슈) 미토 남동쪽 91km 해역,지도
1340,2019-12-25 4:03,6,10,3.49 N,74.00 W,콜롬비아 레자니아스 남남동쪽 4km 지역,지도
1339,2019-12-25 1:43,6,560,26.97 S,63.37 W,아르헨티나 엘 호요 서북서쪽 14km 지역,지도
1338,2019-12-20 20:39,6.1,210,36.53 N,70.44 E,아프카니스탄 카불 북동쪽 250km 지역,지도
1337,2019-12-19 15:21,5.5,50,40.50 N,142.20 E,일본 이와테현(혼슈) 모리오카 북동쪽 126km 해역,지도
1336,2019-12-16 20:25,5,49,24.54 N,121.77 E,대만 타이베이 남남동쪽 61km 지역,지도
1335,2019-12-15 15:11,6.9,53,6.68 N,125.31 E,필리핀 하고노이 서남서쪽 2km 지역,지도
1334,2019-12-11 2:05,5.9,15,30.70 N,141.74 E,일본 가나가와현(혼슈) 요코하마 남남동쪽 563km 해역,지도
1333,2019-11-29 13:01,5.5,10,39.10 N,143.10 E,일본 이와테현(혼슈) 모리오카 동남동쪽 180km 해역,지도
1332,2019-11-26 11:54,6.4,10,41.42 N,19.48 E,알바니아 듀레스 북북동쪽 11km 지역,지도
1331,2019-11-21 8:50,6.1,10,19.45 N,101.35 E,라오스 비엔티안 북서쪽 210km 지역,지도
1330,2019-11-15 1:17,7.4,62,1.50 N,126.40 E,인도네시아 코타 테르나테 북서쪽 133km 해역,지도
1329,2019-11-05 6:53,6,49,31.82 S,71.37 W,칠레 이야펠 남서쪽 28km 지역,지도
1328,2019-10-31 10:11,6.8,22,7.10 N,125.30 E,필리핀 민다나오 키산테 북동쪽 25km 지역,지도
1327,2019-10-29 10:04,6.8,50,6.92 N,125.25 E,필리핀 민다나오 키산테 동쪽 10km 지역,지도
1326,2019-10-16 20:37,6.4,14,6.71 N,125.01 E,필리핀 콜럼비오 동북동쪽 7km 지역,지도
1325,2019-10-12 18:22,5.7,80,34.70 N,140.70 E,일본 지바현(혼슈) 지바 남남동쪽 114km 해역,지도
1324,2019-09-30 0:57,7.2,10,35.48 S,73.15 W,칠레 콘스티투시온 서남서쪽 67km,지도
1323,2019-09-27 1:36,6.1,130,40.80 S,72.15 W,칠레 푸에르토 몬트 북동쪽 100km 지역,지도
1322,2019-08-29 8:46,6.1,10,41.00 N,143.10 E,일본 아오모리현(혼슈) 아오모리 동쪽 199km 해역,지도
1321,2019-08-24 13:53,5.5,-,37.40 N,142.50 E,일본 미야기현(혼슈) 센다이 남동쪽 173km 해역,지도
1320,2019-08-15 14:33,5.4,90,40.80 N,141.40 E,일본 아오모리현(혼슈) 아오모리 동쪽 55km 지역,지도
1319,2019-08-08 6:28,6,23,24.43 N,121.91 E,대만 화롄 북동쪽 65km 해역,지도
1318,2019-08-04 19:23,6.2,50,37.70 N,141.70 E,일본 미야기현(혼슈) 센다이 남동쪽 96km 해역,지도
1317,2019-07-30 5:38,6,60,32.90 N,140.80 E,일본 가나가와현(혼슈) 요코하마 남남동쪽 302km 해역,지도
1316,2019-07-28 3:31,6.5,420,33.00 N,137.40 E,일본 미에현(혼슈) 남동쪽 208km 해역,지도
1315,2019-07-15 17:21,6.2,59,5.99 S,149.55 E,파푸아뉴기니 칸드리안 북쪽 25km 지역,지도
1314,2019-07-14 18:10,7.3,10,0.53 S,128.09 E,인도네시아 할마헤라 남남동쪽 200km 지역,지도
1313,2019-07-13 9:58,5.9,250,29.30 N,128.10 E,일본 오키나와현 오키나와 북쪽 346km 해역,지도
1312,2019-07-06 12:19,7.1,-,35.77 N,117.61 W,미국 캘리포니아 로스앤젤레스 북북동쪽 200km 지역,지도
1311,2019-07-05 2:33,6.4,9,35.71 N,117.51 W,미국 캘리포니아 로스앤젤레스 북북동쪽 195km 지역,지도
1310,2019-06-30 4:44,5.7,45,22.29 N,122.42 E,대만 화롄 남남동쪽 205km 해역,지도
1309,2019-06-26 14:23,6.3,10,8.43 N,82.79 W,파나마 파나마시티 서쪽 370km 지역,지도
1308,2019-06-24 11:53,7.3,208,6.39 S,129.22 E,인도네시아 말루쿠주 암본 남남동쪽 319km 해역,지도
1307,2019-06-24 10:05,6.1,22,2.86 S,138.49 E,인도네시아 아베푸라 서쪽 233km 지역,지도
1306,2019-06-24 9:11,5.5,60,34.90 N,140.00 E,일본 가나가와현(혼슈) 요코하마 남남동쪽 69km 해역,지도
1305,2019-06-20 2:24,6.3,12,2.25 S,138.40 E,인도네시아 아베푸라 서쪽 245km 지역,지도
1304,2019-06-18 22:22,6.8,10,38.60 N,139.50 E,일본 아마가타현(혼슈) 야마가타 서북서쪽 83km 해역,지도
1303,2019-06-17 23:55,6,16,28.34 N,104.90 E,중국 충칭 남서쪽 210km 지역,지도
1302,2019-06-17 8:00,5.2,80,36.50 N,140.60 E,일본 이바라키현(혼슈) 미토 북동쪽 19km 지역,지도
1301,2019-06-16 7:55,7.4,35,30.82 S,178.08 W,뉴질랜드 북섬 오클랜드 북동쪽 975km 해역,지도
1300,2019-06-04 18:46,5.6,14,22.85 N,121.59 E,대만 화롄 남쪽 122km 해역,지도
1299,2019-06-04 13:40,6.1,440,29.10 N,139.80 E,일본 시즈오카현(혼슈) 시즈오카 남쪽 667km 해역,지도
1298,2019-06-02 5:14,5.7,120,23.50 N,143.10 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1355km 해역,지도
1297,2019-05-26 16:41,8,115,5.81 S,75.24 W,페루 라구나스 남동쪽 80km 지역,지도
1296,2019-05-25 15:20,5.1,40,35.30 N,140.30 E,일본 지바현(혼슈) 지바 남남동쪽 38km 지역,지도
1295,2019-05-18 7:37,6,27,4.58 S,153.01 E,파푸아뉴기니 타론 남남서쪽 12km 지역,지도
1294,2019-05-15 14:24,5.5,30,29.70 N,130.70 E,일본 가고시마현(규슈) 가고시마 남쪽 211km 해역,지도
1293,2019-05-14 21:58,7.7,10,4.21 S,152.48 E,파푸아뉴기니 코코포 동북동쪽 28km 해역,지도
1292,2019-05-10 8:48,6.3,20,31.80 N,132.10 E,일본 미야자키현(규슈) 미야자키 동쪽 65km 해역,지도
1291,2019-05-10 7:43,5.6,20,31.80 N,132.00 E,일본 미야자키현(규슈) 미야자키 동남동쪽 56km 해역,지도
1290,2019-05-07 6:19,7.1,137,6.98 S,146.40 E,파푸아뉴기니 불롤로 북서쪽 37km 지역,지도
1289,2019-04-28 2:25,5.6,110,42.50 N,142.90 E,일본 홋카이도 구시로 서남서쪽 132km 지역,지도
1288,2019-04-24 5:15,6.1,9,28.46 N,94.56 E,인도 아루나찰프라데시 알롱 북북서 38km 지역,지도
1287,2019-04-23 14:37,6.6,86,11.90 N,125.20 E,필리핀 사마르섬 타크로반 북북동쪽 75km 지역,지도
1286,2019-04-22 18:11,6.3,40,14.94 N,120.49 E,필리핀 마닐라 북서쪽 65km 지역,지도
1285,2019-04-18 14:01,6.1,19,24.06 N,121.54 E,대만 화롄 북쪽 12km 지역,지도
1284,2019-04-12 16:31,5.6,550,26.00 N,141.50 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1042km 해역,지도
1283,2019-04-11 17:18,6,10,40.40 N,143.40 E,일본 이와테현(혼슈) 모리오카 동북동쪽 206km 해역,지도
1282,2019-04-08 13:13,5.5,10,26.40 N,129.60 E,일본 오키나와현 오키나와 동쪽 193km 해역,지도
1281,2019-04-05 18:57,5.9,420,30.50 N,139.50 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 508km 해역,지도
1280,2019-04-04 10:56,5.2,10,22.97 N,120.88 E,대만 타이둥 북서쪽 37km 지역,지도
1279,2019-04-03 10:52,5.6,10,22.95 N,120.85 E,대만 타이둥 서북서쪽 38km 지역,지도
1278,2019-03-30 20:20,6.1,57,5.67 S,151.09 E,파푸아뉴기니 킴베 동쪽 105km 지역,지도
1277,2019-03-27 6:27,6,1,66.32 N,156.94 W,알라스카 코북 남쪽 66km 지역,지도
1276,2019-03-24 4:21,6.1,113,4.56 N,76.28 W,콜롬비아 보고타 서쪽 246km 지역,지도
1275,2019-03-15 14:03,6.3,358,17.86 S,65.89 W,볼리비아 클리자 남쪽 28km 지역,지도
1274,2019-03-13 5:19,5.1,133,24.97 N,121.87 E,대만 타이베이 동남동쪽 33km 지역,지도
1273,2019-03-11 2:11,5.9,10,36.80 N,142.50 E,일본 이바라키현(혼슈) 미토 동북동쪽 188km 해역,지도
1272,2019-03-01 17:50,7,257,14.68 S,70.13 W,페루 아장가로 북북동쪽 27km 지역,지도
1271,2019-02-22 19:17,7.7,152,2.30 S,76.90 W,에콰도르 팔로라 동남동쪽 132km 지역,지도
1270,2019-02-21 21:22,5.7,30,42.80 N,142.00 E,일본 홋카이도 삿포로 동남동쪽 60km 지역,지도
1269,2019-02-17 23:35,6.4,368,3.39 S,152.11 E,파푸아뉴기니 나마타나이 북서쪽 47km 지역,지도
1268,2019-02-02 1:14,6.6,68,14.76 N,92.30 W,멕시코 치아파스 타파출라 남쪽 16km 지역,지도
1267,2019-01-30 14:21,5.7,38,23.73 N,122.40 E,대만 화롄 동남동쪽 90km 해역,지도
1266,2019-01-26 17:23,5.7,30,40.30 N,142.40 E,일본 이와테현(혼슈) 모리오카 동북동쪽 125km 해역,지도
1265,2019-01-18 21:46,5.3,50,35.90 N,140.50 E,일본 지바현(혼슈) 지바 북동쪽 48km 지역,지도
1264,2019-01-08 21:39,5.9,30,30.60 N,131.30 E,일본 가고시마현(규슈) 가고시마 남남동쪽 131km 해역,지도
1263,2019-01-07 2:27,7,10,2.20 N,126.70 E,인도네시아 토벨로 서북서쪽 154km 해역,지도
1262,2019-01-06 7:54,5.6,10,26.50 N,144.90 E,일본 지바현(혼슈) 지바 남남동쪽 1110km 해역,지도
1261,2019-01-06 4:25,6.8,575,8.14 S,71.57 W,브라질 타라우아카 서쪽 89km 지역,지도
1260,2019-01-03 18:10,5,10,33.00 N,130.60 E,일본 구마모토현(규슈) 구마모토 북북서쪽 24km 지역,지도
1259,2018-12-30 4:08,5.4,50,42.30 N,143.10 E,일본 홋카이도 구시로 남서쪽 129km 지역,지도
1258,2018-12-29 12:39,7.2,49,5.80 N,126.90 E,필리핀 민다나오섬 디고스시티 남동쪽 203km 해역,지도
1257,2018-12-22 23:25,6,48,13.44 S,166.69 E,바누아투 솔라 서북서쪽 105km 지역,지도
1256,2018-12-21 2:01,7.4,10,55.11 N,164.71 E,러시아 클류치 남동쪽 278km 해역,지도
1255,2018-12-16 18:42,6.1,61,3.90 S,140.28 E,인도네시아 아베푸라 남남서쪽 144km 지역,지도
1254,2018-12-16 6:21,5.6,30,23.74 N,121.90 E,대만 화롄 동남동쪽 43km 해역,지도
1253,2018-12-15 1:03,5.9,480,26.70 N,141.20 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 959km 해역,지도
1252,2018-12-11 11:26,7.1,165,58.60 S,26.47 W,남 샌드위치 아일랜드 브리스톨섬 북쪽 48km 해역,지도
1251,2018-12-05 13:18,7.5,10,21.97 S,169.45 E,뉴칼레도니아 누메아 동쪽 311km 해역,지도
1250,2018-12-01 2:29,6.6,38,61.33 N,149.93 W,알래스카 앵커리지 북쪽 13km 지역,지도
1249,2018-11-28 11:23,5.9,-,41.30 N,143.30 E,일본 홋카이도 구시로 남남서쪽 207km 해역,지도
1248,2018-11-27 8:33,5,50,36.10 N,139.90 E,일본 사이타마현(혼슈) 사이타마 북동쪽 35km 지역,지도
1247,2018-11-26 8:57,6.1,21,23.38 N,118.59 E,대만 카오슝 서북서쪽 196km 해역,지도
1246,2018-11-26 1:37,6.3,10,34.31 N,45.73 E,이란 케르만샤 서쪽 20km 지역,지도
1245,2018-11-04 16:55,6,598,7.81 N,123.87 E,필리핀 민다나오섬 파가디안 동쪽 48km 지역,지도
1244,2018-11-02 7:19,6.2,98,19.66 S,69.54 W,칠레 이키케 북동쪽 88km 지역,지도
1243,2018-10-30 11:13,6.1,227,39.05 S,174.98 E,뉴질랜드 뉴플리머스 서쪽 77km 지역,지도
1242,2018-10-26 3:36,5.7,40,38.20 N,142.00 E,일본 미야기현(혼슈) 센다이 동쪽 99km 해역,지도
1241,2018-10-24 1:04,5.7,29,24.00 N,122.66 E,대만 화롄 동쪽 113km 해역,지도
1240,2018-10-23 13:34,6,31,24.00 N,122.64 E,대만 화롄 동쪽 111km 해역,지도
1239,2018-10-12 13:15,5.3,50,35.70 N,140.70 E,일본 지바현(혼슈) 지바 동쪽 55km 지역,지도
1238,2018-10-11 7:00,6.3,124,4.96 S,151.68 E,파푸아뉴기니 코코포 남서쪽 93km 지역,지도
1237,2018-10-11 5:48,7.3,33,5.90 S,151.40 E,파푸아뉴기니 킴베 동남동쪽 145km 해역,지도
1236,2018-10-07 10:14,5.1,40,35.00 N,137.60 E,일본 아이치현(혼슈) 나고야 동남동쪽 66km 지역,지도
1235,2018-10-05 8:58,5.3,30,42.60 N,142.00 E,일본 홋카이도 삿포로 남동쪽 74km 지역,지도
1234,2018-09-30 17:54,5,40,42.60 N,142.00 E,일본 홋카이도 삿포로 남동쪽 74km 지역,지도
1233,2018-09-28 19:02,7.5,10,0.18 S,119.84 E,인도네시아 팔루 북쪽 78km 지역,지도
1232,2018-09-22 19:58,5.5,10,26.70 N,129.70 E,일본 오키나와현 오키나와 동북동쪽 208km 해역,지도
1231,2018-09-16 1:24,5.8,10,26.60 N,129.60 E,일본 오키나와현 오키나와 동북동쪽 196km 해역,지도
1230,2018-09-15 17:05,5.8,10,26.60 N,129.70 E,일본 오키나와현 오키나와 동북동쪽 206km 해역,지도
1229,2018-09-15 13:40,5.5,10,26.70 N,129.70 E,일본 오키나와현 오키나와 동북동쪽 208km 해역,지도
1228,2018-09-09 22:55,5,40,42.80 N,142.00 E,일본 홋카이도 삿포로 동남동쪽 60km 지역,지도
1227,2018-09-08 16:16,6.1,10,7.24 N,126.46 E,필리핀 마티 북동쪽 42km 지역,지도
1226,2018-09-07 11:12,6.2,94,2.35 S,78.90 W,에콰도르 알라우시 남남서쪽 17km 지역,지도
1225,2018-09-07 0:49,8.1,669,18.40 S,179.50 E,피지 수바 동남동쪽 116km 해역,지도
1224,2018-09-06 6:11,5.4,40,42.70 N,142.00 E,일본 홋카이도 삿포로 남동쪽 66km 지역,지도
1223,2018-09-06 3:08,6.7,40,42.70 N,142.00 E,일본 홋카이도 삿포로 남동쪽 66km 지역,지도
1222,2018-09-05 5:11,5.6,60,36.50 N,141.40 E,일본 도쿄 북동쪽 178km 해역,지도
1221,2018-09-02 0:44,5.7,460,28.10 N,140.50 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 790km 해역,지도
1220,2018-08-29 12:51,7,10,22.20 S,170.00 E,뉴칼레도니아 헌터섬 서쪽 212km 해역,지도
1219,2018-08-26 7:13,6.1,10,34.67 N,46.21 E,이란 케르만샤 북서쪽 87km 지역,지도
1218,2018-08-24 18:04,7.1,610,11.04 S,70.82 W,페루 리마 동쪽 690km 지역,지도
1217,2018-08-22 6:31,7.3,123,10.74 N,62.91 W,베네수엘라 카루파노 동북동쪽 38km 해역,지도
1216,2018-08-19 23:56,6.9,20,8.35 S,116.63 E,인도네시아 롬복 북동쪽 48km 지역,지도
1215,2018-08-19 13:10,6.3,8,8.33 S,116.58 E,인도네시아 롬복 북북서쪽 22km 지역,지도
1214,2018-08-19 9:19,7.9,570,18.10 S,178.00 W,피지 수바 동쪽 377km 해역,지도
1213,2018-08-18 8:22,6.1,16,8.79 N,83.14 W,코스타리카 산호세 남동쪽 162km 지역,지도
1212,2018-08-17 3:22,6.6,-,23.50 N,143.40 E,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1365km 해역,지도
1211,2018-08-13 6:15,6.4,5,69.75 N,144.20 W,미국 알래스카 카크토빅 남남서쪽 65km 지역,지도
1210,2018-08-12 23:58,6.5,3,69.80 N,145.00 W,미국 알래스카 카크토빅 남서쪽 64km 지역,지도
1209,2018-08-05 20:46,7,11,8.27 S,116.46 E,인도네시아 롬복 북서쪽 35km 지역,지도
1208,2018-07-29 7:47,6.4,8,8.33 S,116.49 E,인도네시아 롬복 북서쪽 27km 지역,지도
1207,2018-07-07 20:23,6,50,35.10 N,140.60 E,일본 지바현(혼슈) 지바 남동쪽 72km 해역,지도
1206,2018-06-18 7:58,5.9,10,34.80 N,135.60 E,일본 오사카부(혼슈) 오사카 북동쪽 15km 지역,지도
1205,2018-06-12 4:54,5.5,30,31.20 N,131.50 E,일본 미야자키현(규슈) 미야자키 남쪽 79km 해역,지도
1204,2018-05-28 2:50,5.7,13,45.27 N,124.71 E,중국 길림성 송원시 북서쪽 17km 지역,지도
1203,2018-05-25 21:13,5.1,4,36.90 N,138.50 E,일본 나가노현(혼슈) 나가노 북동쪽 39km 지역,지도
1202,2018-05-12 10:29,5.1,10,36.60 N,137.90 E,일본 나가노현(혼슈) 나가노 서남서쪽 27km 지역,지도
1201,2018-05-09 19:41,6.2,112,36.99 N,71.37 E,아프가니스탄 카불 북동쪽 338km 지역,지도
1200,2018-05-07 5:01,5.2,100,39.60 N,141.20 E,일본 이와테현(혼슈) 모리오카 남남동쪽 12km 지역,지도
1199,2018-05-06 15:04,6,10,32.20 N,140.20 E,일본 도쿄 남쪽 390km 해역,지도
1198,2018-05-05 7:32,6.9,5,19.37 N,155.03 W,하와이 힐로 남쪽 40km 지역,지도
1197,2018-05-02 8:47,5.5,10,24.05 N,122.23 E,대만 화롄 동쪽 70km 해역,지도
1196,2018-04-10 19:19,6.2,76,30.99 S,71.56 W,칠레 오바예 남서쪽 54km 지역,지도
1195,2018-04-09 1:32,5.8,10,35.20 N,132.60 E,일본 시마네현(혼슈) 마쓰에 남서쪽 50km 지역,지도
1194,2018-04-07 14:48,6.3,10,5.84 S,142.49 E,파푸아뉴기니 멘디 서북서쪽 134km 지역,지도
1193,2018-04-02 22:40,6.8,558,20.67 S,63.02 W,볼리비아 산타크루즈 남쪽 310km 지역,지도
1192,2018-03-30 8:17,5.1,60,36.40 N,140.60 E,일본 혼슈 이바라키현 미토 동북동쪽 12km 지역,지도
1191,2018-03-30 6:25,6.9,10,5.47 S,151.45 E,파푸아뉴기니 킴베 동쪽 145km 지역,지도
1190,2018-03-26 18:51,7,10,5.70 S,151.50 E,파푸아뉴기니 킴베 동쪽 150km 해역,지도
1189,2018-03-25 23:37,6.1,40,32.70 N,140.90 E,일본 혼슈 가나가와현 요코하마 남남동쪽 326km 해역,지도
